Date,Open_Norm_Z,Close_Norm_Z
27/03/1981,-0.550581775,-0.55028255
30/03/1981,-0.550619986,-0.55028255
31/03/1981,-0.550619986,-0.5503589
01/04/1981,-0.55073462,-0.550435249
02/04/1981,-0.550123239,-0.54978628
03/04/1981,-0.550085027,-0.549748105
06/04/1981,-0.550199661,-0.549900804
07/04/1981,-0.550276084,-0.549977153
08/04/1981,-0.549932182,-0.549595407
09/04/1981,-0.549779337,-0.549442708
10/04/1981,-0.549664703,-0.549328185
13/04/1981,-0.549664703,-0.549328185
14/04/1981,-0.549664703,-0.549328185
15/04/1981,-0.550046816,-0.549748105
16/04/1981,-0.550505352,-0.550206201
20/04/1981,-0.550314295,-0.549977153
21/04/1981,-0.549779337,-0.549442708
22/04/1981,-0.549473646,-0.549137311
23/04/1981,-0.549244379,-0.548908264
24/04/1981,-0.549244379,-0.548984613
27/04/1981,-0.549359013,-0.549060962
28/04/1981,-0.549511858,-0.549213661
29/04/1981,-0.549626492,-0.549328185
30/04/1981,-0.549511858,-0.549175487
01/05/1981,-0.549511858,-0.549175487
04/05/1981,-0.549511858,-0.549213661
05/05/1981,-0.54955007,-0.549251836
06/05/1981,-0.549779337,-0.549480883
07/05/1981,-0.549702915,-0.549366359
08/05/1981,-0.549626492,-0.54929001
11/05/1981,-0.549779337,-0.549480883
12/05/1981,-0.549817548,-0.549480883
13/05/1981,-0.549817548,-0.549519058
14/05/1981,-0.549893971,-0.549633582
15/05/1981,-0.549779337,-0.549442708
18/05/1981,-0.549626492,-0.54929001
19/05/1981,-0.549741126,-0.549442708
20/05/1981,-0.549511858,-0.549175487
21/05/1981,-0.549015111,-0.548679216
22/05/1981,-0.548594786,-0.548259295
26/05/1981,-0.548594786,-0.548297469
27/05/1981,-0.548098039,-0.547763025
28/05/1981,-0.548098039,-0.547763025
29/05/1981,-0.548059828,-0.54772485
01/06/1981,-0.548059828,-0.54772485
02/06/1981,-0.548518364,-0.548221121
03/06/1981,-0.548556575,-0.548221121
04/06/1981,-0.548365518,-0.548030247
05/06/1981,-0.548480153,-0.548182946
08/06/1981,-0.548824054,-0.548526517
09/06/1981,-0.548671209,-0.548335644
10/06/1981,-0.548556575,-0.548221121
11/06/1981,-0.54813625,-0.547801199
12/06/1981,-0.548212674,-0.547915724
15/06/1981,-0.548250885,-0.547953898
16/06/1981,-0.548441942,-0.548144772
17/06/1981,-0.548594786,-0.548297469
18/06/1981,-0.548632998,-0.548335644
19/06/1981,-0.548900477,-0.548602866
22/06/1981,-0.549244379,-0.548946439
23/06/1981,-0.549129745,-0.54879374
24/06/1981,-0.54928259,-0.549022788
25/06/1981,-0.549167956,-0.548831914
26/06/1981,-0.549206167,-0.548946439
29/06/1981,-0.549511858,-0.549251836
30/06/1981,-0.550199661,-0.549900804
01/07/1981,-0.550276084,-0.549977153
02/07/1981,-0.550314295,-0.549977153
06/07/1981,-0.550505352,-0.550244376
07/07/1981,-0.550505352,-0.550168027
08/07/1981,-0.550199661,-0.549862629
09/07/1981,-0.550772832,-0.550473423
10/07/1981,-0.551346001,-0.551046043
13/07/1981,-0.551231367,-0.550893344
14/07/1981,-0.550925677,-0.550587947
15/07/1981,-0.55073462,-0.550397074
16/07/1981,-0.550543564,-0.550206201
17/07/1981,-0.550276084,-0.549938979
20/07/1981,-0.550772832,-0.550473423
21/07/1981,-0.550811043,-0.550511598
22/07/1981,-0.551193156,-0.550931519
23/07/1981,-0.551078522,-0.550740646
24/07/1981,-0.550849254,-0.550511598
27/07/1981,-0.550543564,-0.550206201
28/07/1981,-0.550772832,-0.550473423
29/07/1981,-0.550887465,-0.550587947
30/07/1981,-0.550658198,-0.550320725
31/07/1981,-0.550543564,-0.550206201
03/08/1981,-0.550543564,-0.55028255
04/08/1981,-0.550505352,-0.550168027
05/08/1981,-0.550276084,-0.549938979
06/08/1981,-0.55042893,-0.550129852
07/08/1981,-0.550467141,-0.550129852
11/08/1981,-0.550619986,-0.5503589
12/08/1981,-0.550811043,-0.550511598
13/08/1981,-0.551040311,-0.550740646
14/08/1981,-0.551116733,-0.55085517
17/08/1981,-0.551346001,-0.551084217
18/08/1981,-0.551498846,-0.551236916
19/08/1981,-0.551575269,-0.551313265
20/08/1981,-0.551575269,-0.551236916
21/08/1981,-0.551957382,-0.551695011
24/08/1981,-0.552377707,-0.552076758
25/08/1981,-0.552263073,-0.551924059
26/08/1981,-0.552339495,-0.552038583
27/08/1981,-0.552339495,-0.552000408
28/08/1981,-0.552033805,-0.551695011
31/08/1981,-0.552033805,-0.551695011
01/09/1981,-0.551651691,-0.551313265
02/09/1981,-0.551537057,-0.551198741
03/09/1981,-0.551804537,-0.551542313
04/09/1981,-0.551919171,-0.551618662
08/09/1981,-0.552110227,-0.551809535
09/09/1981,-0.552148439,-0.551809535
10/09/1981,-0.552110227,-0.551771361
11/09/1981,-0.552148439,-0.55184771
14/09/1981,-0.552339495,-0.552038583
15/09/1981,-0.55249234,-0.552191282
16/09/1981,-0.552606974,-0.552305806
17/09/1981,-0.552759819,-0.552458504
18/09/1981,-0.552759819,-0.552420329
21/09/1981,-0.552721608,-0.552382155
22/09/1981,-0.552989087,-0.552687551
23/09/1981,-0.55306551,-0.552802075
24/09/1981,-0.553141933,-0.55284025
25/09/1981,-0.553753314,-0.553489219
28/09/1981,-0.553791525,-0.553451044
29/09/1981,-0.553562257,-0.553221996
30/09/1981,-0.553524046,-0.553183822
01/10/1981,-0.553524046,-0.553183822
02/10/1981,-0.553141933,-0.552802075
05/10/1981,-0.552989087,-0.552649377
06/10/1981,-0.552989087,-0.552687551
07/10/1981,-0.552721608,-0.552382155
08/10/1981,-0.552530552,-0.552191282
09/10/1981,-0.55249234,-0.552153107
12/10/1981,-0.552301284,-0.551962234
13/10/1981,-0.552301284,-0.551962234
14/10/1981,-0.552606974,-0.552305806
15/10/1981,-0.552530552,-0.552191282
16/10/1981,-0.552568763,-0.552267631
19/10/1981,-0.55249234,-0.552153107
20/10/1981,-0.55218665,-0.55184771
21/10/1981,-0.55218665,-0.55184771
22/10/1981,-0.55218665,-0.551885884
23/10/1981,-0.552339495,-0.552038583
26/10/1981,-0.552377707,-0.552038583
27/10/1981,-0.552263073,-0.551924059
28/10/1981,-0.552072016,-0.551733186
29/10/1981,-0.552110227,-0.551809535
30/10/1981,-0.552072016,-0.551733186
02/11/1981,-0.552072016,-0.551733186
03/11/1981,-0.552110227,-0.551809535
04/11/1981,-0.552263073,-0.551962234
05/11/1981,-0.552683397,-0.552382155
06/11/1981,-0.552683397,-0.55234398
09/11/1981,-0.552606974,-0.552267631
10/11/1981,-0.552568763,-0.552229456
11/11/1981,-0.552415918,-0.552076758
12/11/1981,-0.552224861,-0.551885884
13/11/1981,-0.552606974,-0.552305806
16/11/1981,-0.552683397,-0.552382155
17/11/1981,-0.552606974,-0.552267631
18/11/1981,-0.552415918,-0.552076758
19/11/1981,-0.552415918,-0.552076758
20/11/1981,-0.552377707,-0.552038583
23/11/1981,-0.552568763,-0.552305806
24/11/1981,-0.552645186,-0.55234398
25/11/1981,-0.552568763,-0.552229456
27/11/1981,-0.552415918,-0.552076758
30/11/1981,-0.552454129,-0.552153107
01/12/1981,-0.55249234,-0.552153107
02/12/1981,-0.552454129,-0.552114932
03/12/1981,-0.55249234,-0.552191282
04/12/1981,-0.552377707,-0.552038583
07/12/1981,-0.552339495,-0.552000408
08/12/1981,-0.552377707,-0.552114932
09/12/1981,-0.552415918,-0.552076758
10/12/1981,-0.552415918,-0.552076758
11/12/1981,-0.552415918,-0.552114932
14/12/1981,-0.552568763,-0.552305806
15/12/1981,-0.55249234,-0.552153107
16/12/1981,-0.552224861,-0.551885884
17/12/1981,-0.551728114,-0.551389615
18/12/1981,-0.551193156,-0.55085517
21/12/1981,-0.551460635,-0.551160567
22/12/1981,-0.551384212,-0.551046043
23/12/1981,-0.551498846,-0.551198741
24/12/1981,-0.551498846,-0.551160567
28/12/1981,-0.551728114,-0.551465964
29/12/1981,-0.551689903,-0.55135144
30/12/1981,-0.551422423,-0.551084217
31/12/1981,-0.551422423,-0.551084217
04/01/1982,-0.551422423,-0.551122392
05/01/1982,-0.551728114,-0.551465964
06/01/1982,-0.551842748,-0.551542313
07/01/1982,-0.552301284,-0.552038583
08/01/1982,-0.552110227,-0.551771361
11/01/1982,-0.552454129,-0.552153107
12/01/1982,-0.552645186,-0.55234398
13/01/1982,-0.552683397,-0.552382155
14/01/1982,-0.552454129,-0.552114932
15/01/1982,-0.552072016,-0.551733186
18/01/1982,-0.551957382,-0.551618662
19/01/1982,-0.552033805,-0.551771361
20/01/1982,-0.551995593,-0.551656837
21/01/1982,-0.551880959,-0.551542313
22/01/1982,-0.551842748,-0.551504139
25/01/1982,-0.551995593,-0.551695011
26/01/1982,-0.55218665,-0.551924059
27/01/1982,-0.552224861,-0.551885884
28/01/1982,-0.552033805,-0.551695011
29/01/1982,-0.551957382,-0.551618662
01/02/1982,-0.551957382,-0.551695011
02/02/1982,-0.551995593,-0.551656837
03/02/1982,-0.551995593,-0.551656837
04/02/1982,-0.552110227,-0.551809535
05/02/1982,-0.552148439,-0.551809535
08/02/1982,-0.55249234,-0.552191282
09/02/1982,-0.552530552,-0.552191282
10/02/1982,-0.552454129,-0.552114932
11/02/1982,-0.55249234,-0.552191282
12/02/1982,-0.552454129,-0.552114932
16/02/1982,-0.552530552,-0.552229456
17/02/1982,-0.55249234,-0.552153107
18/02/1982,-0.552415918,-0.552076758
19/02/1982,-0.552415918,-0.552114932
22/02/1982,-0.55249234,-0.552191282
23/02/1982,-0.552568763,-0.552267631
24/02/1982,-0.552568763,-0.552229456
25/02/1982,-0.552568763,-0.552267631
26/02/1982,-0.552606974,-0.552267631
01/03/1982,-0.552568763,-0.552229456
02/03/1982,-0.552568763,-0.552229456
03/03/1982,-0.552568763,-0.552229456
04/03/1982,-0.552645186,-0.55234398
05/03/1982,-0.55306551,-0.552763901
08/03/1982,-0.553141933,-0.55284025
09/03/1982,-0.553141933,-0.552802075
10/03/1982,-0.553180144,-0.552878425
11/03/1982,-0.553218355,-0.552878425
12/03/1982,-0.553485835,-0.553183822
15/03/1982,-0.553524046,-0.553221996
16/03/1982,-0.553600469,-0.553298346
17/03/1982,-0.553829736,-0.553527394
18/03/1982,-0.553524046,-0.553183822
19/03/1982,-0.553103721,-0.552763901
22/03/1982,-0.552721608,-0.552382155
23/03/1982,-0.552759819,-0.552458504
24/03/1982,-0.55306551,-0.552763901
25/03/1982,-0.553103721,-0.552802075
26/03/1982,-0.553180144,-0.552878425
29/03/1982,-0.553103721,-0.552763901
30/03/1982,-0.553027299,-0.552687551
31/03/1982,-0.553027299,-0.552687551
01/04/1982,-0.552759819,-0.552420329
02/04/1982,-0.552759819,-0.552420329
05/04/1982,-0.552759819,-0.552420329
06/04/1982,-0.552759819,-0.552458504
07/04/1982,-0.552836242,-0.552534853
08/04/1982,-0.552836242,-0.552496679
12/04/1982,-0.552836242,-0.552534853
13/04/1982,-0.553256567,-0.552954774
14/04/1982,-0.553256567,-0.552916599
15/04/1982,-0.553180144,-0.55284025
16/04/1982,-0.553027299,-0.552687551
19/04/1982,-0.55306551,-0.552802075
20/04/1982,-0.553332989,-0.553031123
21/04/1982,-0.553371201,-0.553069298
22/04/1982,-0.553447623,-0.553145647
23/04/1982,-0.553485835,-0.553145647
26/04/1982,-0.553371201,-0.553031123
27/04/1982,-0.553485835,-0.553183822
28/04/1982,-0.553676891,-0.553374695
29/04/1982,-0.553715103,-0.553374695
30/04/1982,-0.553676891,-0.55333652
03/05/1982,-0.553524046,-0.553183822
04/05/1982,-0.553371201,-0.553031123
05/05/1982,-0.553371201,-0.553107473
06/05/1982,-0.553294778,-0.552954774
07/05/1982,-0.553218355,-0.552878425
10/05/1982,-0.553256567,-0.552954774
11/05/1982,-0.553409412,-0.553107473
12/05/1982,-0.553524046,-0.553221996
13/05/1982,-0.553524046,-0.553183822
14/05/1982,-0.55363868,-0.553374695
17/05/1982,-0.553753314,-0.553451044
18/05/1982,-0.553829736,-0.553527394
19/05/1982,-0.553867948,-0.553565568
20/05/1982,-0.553867948,-0.553527394
21/05/1982,-0.553829736,-0.553489219
24/05/1982,-0.553791525,-0.553451044
25/05/1982,-0.553791525,-0.553451044
26/05/1982,-0.553791525,-0.553489219
27/05/1982,-0.553867948,-0.553565568
28/05/1982,-0.553906159,-0.553565568
01/06/1982,-0.55394437,-0.553641917
02/06/1982,-0.553906159,-0.553565568
03/06/1982,-0.553982582,-0.553718267
04/06/1982,-0.554135427,-0.55383279
07/06/1982,-0.554173638,-0.55383279
08/06/1982,-0.554173638,-0.553870965
09/06/1982,-0.554250061,-0.553947314
10/06/1982,-0.554250061,-0.55390914
11/06/1982,-0.554097216,-0.553756441
14/06/1982,-0.554097216,-0.553756441
15/06/1982,-0.554097216,-0.553756441
16/06/1982,-0.554097216,-0.553756441
17/06/1982,-0.554135427,-0.55383279
18/06/1982,-0.554173638,-0.55390914
21/06/1982,-0.554250061,-0.55390914
22/06/1982,-0.554097216,-0.553756441
23/06/1982,-0.553982582,-0.553641917
24/06/1982,-0.553982582,-0.553641917
25/06/1982,-0.554097216,-0.553794616
28/06/1982,-0.554135427,-0.55383279
29/06/1982,-0.554250061,-0.553947314
30/06/1982,-0.554288272,-0.553947314
01/07/1982,-0.554288272,-0.553985489
02/07/1982,-0.554479329,-0.554176362
06/07/1982,-0.554632174,-0.55432906
07/07/1982,-0.554670385,-0.55432906
08/07/1982,-0.554785019,-0.554481759
09/07/1982,-0.554708597,-0.554367235
12/07/1982,-0.554632174,-0.554290886
13/07/1982,-0.554402906,-0.554061838
14/07/1982,-0.554364695,-0.554023664
15/07/1982,-0.554288272,-0.553947314
16/07/1982,-0.554135427,-0.553794616
19/07/1982,-0.554097216,-0.553756441
20/07/1982,-0.553829736,-0.553489219
21/07/1982,-0.553829736,-0.553489219
22/07/1982,-0.553791525,-0.553451044
23/07/1982,-0.553829736,-0.553527394
26/07/1982,-0.554020793,-0.553718267
27/07/1982,-0.554059004,-0.553718267
28/07/1982,-0.55421185,-0.55390914
29/07/1982,-0.554097216,-0.553756441
30/07/1982,-0.554059004,-0.553718267
02/08/1982,-0.55394437,-0.553603743
03/08/1982,-0.554173638,-0.553870965
04/08/1982,-0.55421185,-0.55390914
05/08/1982,-0.554364695,-0.554061838
06/08/1982,-0.554402906,-0.554100013
09/08/1982,-0.554402906,-0.554061838
10/08/1982,-0.554173638,-0.55383279
11/08/1982,-0.554135427,-0.553794616
12/08/1982,-0.554135427,-0.55383279
13/08/1982,-0.554173638,-0.55383279
16/08/1982,-0.554097216,-0.553756441
17/08/1982,-0.553829736,-0.553489219
18/08/1982,-0.553829736,-0.553489219
19/08/1982,-0.553791525,-0.553451044
20/08/1982,-0.553676891,-0.55333652
23/08/1982,-0.553485835,-0.553145647
24/08/1982,-0.553256567,-0.552916599
25/08/1982,-0.552912665,-0.552573028
26/08/1982,-0.552759819,-0.552420329
27/08/1982,-0.552989087,-0.552687551
30/08/1982,-0.552950876,-0.552611203
31/08/1982,-0.552683397,-0.55234398
01/09/1982,-0.552798031,-0.552496679
02/09/1982,-0.552606974,-0.552267631
03/09/1982,-0.552568763,-0.552229456
07/09/1982,-0.552836242,-0.552534853
08/09/1982,-0.552683397,-0.55234398
09/09/1982,-0.552759819,-0.552458504
10/09/1982,-0.552645186,-0.552305806
13/09/1982,-0.552606974,-0.552267631
14/09/1982,-0.552415918,-0.552076758
15/09/1982,-0.552415918,-0.552114932
16/09/1982,-0.552568763,-0.552305806
17/09/1982,-0.552721608,-0.552420329
20/09/1982,-0.552721608,-0.552382155
21/09/1982,-0.552606974,-0.552267631
22/09/1982,-0.552454129,-0.552114932
23/09/1982,-0.552454129,-0.552114932
24/09/1982,-0.552606974,-0.552305806
27/09/1982,-0.552645186,-0.552305806
28/09/1982,-0.552568763,-0.552229456
29/09/1982,-0.552568763,-0.552229456
30/09/1982,-0.552568763,-0.552267631
01/10/1982,-0.552530552,-0.552191282
04/10/1982,-0.552530552,-0.552114932
05/10/1982,-0.552454129,-0.552076758
06/10/1982,-0.552415918,-0.551656837
07/10/1982,-0.551957382,-0.551160567
08/10/1982,-0.551498846,-0.550664296
11/10/1982,-0.551002099,-0.550511598
12/10/1982,-0.550849254,-0.550740646
13/10/1982,-0.551078522,-0.550664296
14/10/1982,-0.551002099,-0.550626122
15/10/1982,-0.551002099,-0.550816995
18/10/1982,-0.551154944,-0.550664296
19/10/1982,-0.551002099,-0.550511598
20/10/1982,-0.550849254,-0.550091677
21/10/1982,-0.55042893,-0.549900804
22/10/1982,-0.550237873,-0.549938979
25/10/1982,-0.550276084,-0.550397074
26/10/1982,-0.55073462,-0.5503589
27/10/1982,-0.550696409,-0.550168027
28/10/1982,-0.550505352,-0.550168027
29/10/1982,-0.550505352,-0.550091677
01/11/1982,-0.55042893,-0.549671756
02/11/1982,-0.549932182,-0.549099137
03/11/1982,-0.549435435,-0.548450168
04/11/1982,-0.548785843,-0.548373819
05/11/1982,-0.548785843,-0.548641042
08/11/1982,-0.5489769,-0.549022788
09/11/1982,-0.549359013,-0.548717391
10/11/1982,-0.549015111,-0.548373819
11/11/1982,-0.548709421,-0.547763025
12/11/1982,-0.548098039,-0.547953898
15/11/1982,-0.548289096,-0.548182946
16/11/1982,-0.548518364,-0.548679216
17/11/1982,-0.549015111,-0.548259295
18/11/1982,-0.548594786,-0.548259295
19/11/1982,-0.548594786,-0.548411994
22/11/1982,-0.548747632,-0.549251836
23/11/1982,-0.549473646,-0.549022788
24/11/1982,-0.549359013,-0.548831914
26/11/1982,-0.549167956,-0.548984613
29/11/1982,-0.549320802,-0.549022788
30/11/1982,-0.549359013,-0.548106597
01/12/1982,-0.548441942,-0.547915724
02/12/1982,-0.548250885,-0.547915724
03/12/1982,-0.548365518,-0.548144772
06/12/1982,-0.548480153,-0.547610327
07/12/1982,-0.547945194,-0.547495802
08/12/1982,-0.54783056,-0.54772485
09/12/1982,-0.548212674,-0.548221121
10/12/1982,-0.548709421,-0.548908264
13/12/1982,-0.549320802,-0.549099137
14/12/1982,-0.549435435,-0.549175487
15/12/1982,-0.549511858,-0.549213661
16/12/1982,-0.54955007,-0.549060962
17/12/1982,-0.549397224,-0.548641042
20/12/1982,-0.5489769,-0.548679216
21/12/1982,-0.549015111,-0.548602866
22/12/1982,-0.548900477,-0.548335644
23/12/1982,-0.548671209,-0.548068422
27/12/1982,-0.548403729,-0.547839375
28/12/1982,-0.548174462,-0.547915724
29/12/1982,-0.548250885,-0.548259295
30/12/1982,-0.548594786,-0.548679216
31/12/1982,-0.549015111,-0.548717391
03/01/1983,-0.549053322,-0.549137311
04/01/1983,-0.549473646,-0.548641042
05/01/1983,-0.5489769,-0.548602866
06/01/1983,-0.548938688,-0.548946439
07/01/1983,-0.54928259,-0.549442708
10/01/1983,-0.549779337,-0.549060962
11/01/1983,-0.549397224,-0.548946439
12/01/1983,-0.549167956,-0.548450168
13/01/1983,-0.548785843,-0.548450168
14/01/1983,-0.548747632,-0.547763025
17/01/1983,-0.548098039,-0.547419453
18/01/1983,-0.547754138,-0.547648501
19/01/1983,-0.547983406,-0.547572152
20/01/1983,-0.547906983,-0.546426913
21/01/1983,-0.546760643,-0.546426913
24/01/1983,-0.546760643,-0.547075882
25/01/1983,-0.547410236,-0.546655961
26/01/1983,-0.546875278,-0.546197865
27/01/1983,-0.546531375,-0.545396198
28/01/1983,-0.545728938,-0.545319849
31/01/1983,-0.545652515,-0.545358023
01/02/1983,-0.545690726,-0.545090801
02/02/1983,-0.545423247,-0.54474723
03/02/1983,-0.545079346,-0.544212785
04/02/1983,-0.544544387,-0.544403658
07/02/1983,-0.544735444,-0.544938103
08/02/1983,-0.545270403,-0.545052626
09/02/1983,-0.545385036,-0.544938103
10/02/1983,-0.545270403,-0.544098261
11/02/1983,-0.544315119,-0.543640166
14/02/1983,-0.543971218,-0.543716515
15/02/1983,-0.54404764,-0.543983737
16/02/1983,-0.544315119,-0.544250959
17/02/1983,-0.544582598,-0.544403658
18/02/1983,-0.544735444,-0.543983737
22/02/1983,-0.544238697,-0.543640166
23/02/1983,-0.543971218,-0.543525641
24/02/1983,-0.54374195,-0.543143895
25/02/1983,-0.543474471,-0.543563817
28/02/1983,-0.543894795,-0.543907388
01/03/1983,-0.544238697,-0.54367834
02/03/1983,-0.544009429,-0.543563817
03/03/1983,-0.543894795,-0.544021911
04/03/1983,-0.54435333,-0.544212785
07/03/1983,-0.544544387,-0.544480007
08/03/1983,-0.544888289,-0.544899929
09/03/1983,-0.545232191,-0.544518182
10/03/1983,-0.544850078,-0.544709055
11/03/1983,-0.545041135,-0.544899929
14/03/1983,-0.545270403,-0.545205325
15/03/1983,-0.545537882,-0.545014452
16/03/1983,-0.545346825,-0.545014452
17/03/1983,-0.545346825,-0.544899929
18/03/1983,-0.545232191,-0.544709055
21/03/1983,-0.545041135,-0.544403658
22/03/1983,-0.544735444,-0.544250959
23/03/1983,-0.544582598,-0.544899929
24/03/1983,-0.545232191,-0.544670881
25/03/1983,-0.545002923,-0.544670881
28/03/1983,-0.545041135,-0.544861753
29/03/1983,-0.545155768,-0.544480007
30/03/1983,-0.544811867,-0.544327308
31/03/1983,-0.544659021,-0.544938103
04/04/1983,-0.545270403,-0.545281674
05/04/1983,-0.545614304,-0.545510722
06/04/1983,-0.545843572,-0.545625246
07/04/1983,-0.545958206,-0.54573977
08/04/1983,-0.54607284,-0.545816119
11/04/1983,-0.546149262,-0.545128975
12/04/1983,-0.545461458,-0.544861753
13/04/1983,-0.545193979,-0.544403658
14/04/1983,-0.544735444,-0.544098261
15/04/1983,-0.544429754,-0.543869213
18/04/1983,-0.544124062,-0.543487467
19/04/1983,-0.543818372,-0.543640166
20/04/1983,-0.543971218,-0.542380403
21/04/1983,-0.542519187,-0.541960482
22/04/1983,-0.54228992,-0.542265879
25/04/1983,-0.542595611,-0.542991196
26/04/1983,-0.543321625,-0.542571276
27/04/1983,-0.542901301,-0.542723974
28/04/1983,-0.543054146,-0.542571276
29/04/1983,-0.542901301,-0.542418577
02/05/1983,-0.542748455,-0.542876673
03/05/1983,-0.543206991,-0.543029372
04/05/1983,-0.543359837,-0.54211318
05/05/1983,-0.542442765,-0.541082465
06/05/1983,-0.541411059,-0.541006116
09/05/1983,-0.541334637,-0.541235164
10/05/1983,-0.541563905,-0.54112064
11/05/1983,-0.541449271,-0.541540561
12/05/1983,-0.541869595,-0.54169326
13/05/1983,-0.542022441,-0.54161691
16/05/1983,-0.541946018,-0.542036831
17/05/1983,-0.542366343,-0.541998657
18/05/1983,-0.542328131,-0.541807783
19/05/1983,-0.542137075,-0.541311513
20/05/1983,-0.541640327,-0.540471672
23/05/1983,-0.540799679,-0.540280798
24/05/1983,-0.540608622,-0.539364607
25/05/1983,-0.53969155,-0.539517306
26/05/1983,-0.539844396,-0.53970818
27/05/1983,-0.540035453,-0.53970818
31/05/1983,-0.540073663,-0.540204449
01/06/1983,-0.540532199,-0.540089925
02/06/1983,-0.540417565,-0.539975402
03/06/1983,-0.540302932,-0.539097384
06/06/1983,-0.539424071,-0.538677464
07/06/1983,-0.539003747,-0.539326433
08/06/1983,-0.53965334,-0.53955548
09/06/1983,-0.539882607,-0.539670004
10/06/1983,-0.539997241,-0.539746353
13/06/1983,-0.540073663,-0.540357147
14/06/1983,-0.540685044,-0.540738894
15/06/1983,-0.541105369,-0.541235164
16/06/1983,-0.541487483,-0.540357147
17/06/1983,-0.540685044,-0.540700718
20/06/1983,-0.541028946,-0.541540561
21/06/1983,-0.541869595,-0.541426038
22/06/1983,-0.54171675,-0.540929767
23/06/1983,-0.541334637,-0.541464212
24/06/1983,-0.541793173,-0.541578736
27/06/1983,-0.541907807,-0.542456752
28/06/1983,-0.542786666,-0.543525641
29/06/1983,-0.543856583,-0.542838498
30/06/1983,-0.54316878,-0.542914847
01/07/1983,-0.543245203,-0.542800324
05/07/1983,-0.543130569,-0.543411118
06/07/1983,-0.54374195,-0.543372943
07/07/1983,-0.543703739,-0.543563817
08/07/1983,-0.543894795,-0.543716515
11/07/1983,-0.54404764,-0.543334769
12/07/1983,-0.543665527,-0.54367834
13/07/1983,-0.544009429,-0.543754689
14/07/1983,-0.544085851,-0.543792864
15/07/1983,-0.544124062,-0.544289134
18/07/1983,-0.54462081,-0.544327308
19/07/1983,-0.544659021,-0.544480007
20/07/1983,-0.544811867,-0.5452435
21/07/1983,-0.545576093,-0.544594531
22/07/1983,-0.5449265,-0.544480007
25/07/1983,-0.544811867,-0.544670881
26/07/1983,-0.545002923,-0.545892468
27/07/1983,-0.546225685,-0.546770485
28/07/1983,-0.547104546,-0.547457628
29/07/1983,-0.547792349,-0.547190405
